Country Olympic ID,Number of Medals,Olympics Date,Country,Olympic Games ID
1003,4,2008-06-29,MGL,25
1004,8,2008-06-29,BRA,25
1005,6,2008-06-29,PRK,25
1006,19,2008-06-29,JPN,25
1007,1,2008-06-29,ALG,25
1008,4,2008-06-29,SLO,25
1009,18,2008-06-29,CUB,25
1010,6,2008-06-29,UZB,25
1011,21,2008-06-29,FRA,25
1012,22,2008-06-29,ITA,25
1013,3,2008-06-29,AUT,25
1014,10,2008-06-29,KAZ,25
1015,6,2008-06-29,AZE,25
1016,6,2008-06-29,GEO,25
1017,1,2008-06-29,EGY,25
1018,4,2008-06-29,SUI,25
1019,1,2008-06-29,TJK,25
1020,3,2008-06-29,NGR,25
1021,13,2008-06-29,BLR,25
1023,4,2008-06-29,CRO,25
1024,6,2008-06-29,POL,25
1025,1,2008-06-29,IRI,25
1026,6,2008-06-29,TUR,25
1027,2,2008-06-29,TPE,25
1028,2,2008-06-29,GRE,25
1029,3,2008-06-29,MEX,25
1030,2,2008-06-29,DOM,25
1031,1,2008-06-29,AFG,25
1032,4,2008-06-29,THA,25
1033,2,2008-06-29,POR,25
1036,4,2008-06-29,SWE,25
1037,5,2008-06-29,BUL,25
1038,2,2008-06-29,IND,25
1039,3,2008-06-29,ARM,25
1040,6,2008-06-29,HUN,25
1041,5,2008-06-29,SVK,25
1042,2,2008-06-29,KGZ,25
1043,1,2008-06-29,COL,25
1044,1,2008-06-29,LAT,25
1045,1,2008-06-29,VIE,25
1046,4,2008-06-29,INA,25
1047,1,2008-06-29,SIN,25
1048,5,2008-06-29,CZE,25
1050,6,2008-06-29,DEN,25
1051,3,2008-06-29,FIN,25
1053,6,2008-06-29,JAM,25
1054,2,2008-06-29,ETH,25
1055,7,2008-06-29,KEN,25
1056,1,2008-06-29,TRI,25
1057,1,2008-06-29,BAH,25
1058,1,2008-06-29,BEL,25
1059,1,2008-06-29,MAR,25
1061,1,2008-06-29,ECU,25
1062,3,2008-06-29,ZIM,25
1063,1,2008-06-29,TUN,25
1069,1,2008-06-29,MRI,25
1071,1,2008-06-29,IRL,25
1072,31,2012-06-29,GER,26
1073,13,2012-06-29,NED,26
1074,24,2012-06-29,AUS,26
1075,1,2012-06-29,ARG,26
1077,2,2012-06-29,NOR,26
1078,3,2012-06-29,CRO,26
1079,15,2012-06-29,ESP,26
1080,51,2012-06-29,RUS,26
1081,42,2012-06-29,GBR,26
1082,9,2012-06-29,BRA,26
1083,4,2012-06-29,LTU,26
1084,10,2012-06-29,HUN,26
1085,70,2012-06-29,CHN,26
1086,5,2012-06-29,CZE,26
1087,4,2012-06-29,MGL,26
1088,23,2012-06-29,JPN,26
1089,1,2012-06-29,GRE,26
1090,12,2012-06-29,CUB,26
1091,19,2012-06-29,KOR,26
1092,12,2012-06-29,CAN,26
1093,18,2012-06-29,FRA,26
1094,60,2012-06-29,USA,26
1095,3,2012-06-29,SLO,26
1096,14,2012-06-29,ITA,26
1097,7,2012-06-29,NZL,26
1098,3,2012-06-29,BEL,26
1099,6,2012-06-29,ROU,26
1100,1,2012-06-29,UZB,26
1101,6,2012-06-29,COL,26
1102,5,2012-06-29,GEO,26
1103,4,2012-06-29,PRK,26
1104,4,2012-06-29,MEX,26
1105,7,2012-06-29,POL,26
1106,10,2012-06-29,BLR,26
1107,5,2012-06-29,SWE,26
1108,16,2012-06-29,UKR,26
1109,1,2012-06-29,AFG,26
1110,10,2012-06-29,IRI,26
1111,4,2012-06-29,TUR,26
1112,3,2012-06-29,SUI,26
1114,1,2012-06-29,PUR,26
1115,7,2012-06-29,AZE,26
1116,5,2012-06-29,KAZ,26
1117,2,2012-06-29,BUL,26
1118,3,2012-06-29,IND,26
1120,3,2012-06-29,EGY,26
1121,2,2012-06-29,ARM,26
1122,1,2012-06-29,EST,26
1123,2,2012-06-29,INA,26
1124,3,2012-06-29,THA,26
1125,2,2012-06-29,TPE,26
1126,1,2012-06-29,CMR,26
1127,5,2012-06-29,DEN,26
1128,3,2012-06-29,RSA,26
1130,4,2012-06-29,SVK,26
1131,1,2012-06-29,QAT,26
1135,2,2012-06-29,FIN,26
1138,7,2012-06-29,JAM,26
1140,6,2012-06-29,KEN,26
1141,4,2012-06-29,ETH,26
1147,2,2012-06-29,TUN,26
1150,6,2012-06-29,IRL,26
1151,1,2012-06-29,HKG,26
1152,1,2012-06-29,POR,26
1154,1,2012-06-29,KSA,26
